nameCn,nameEn,objectTypeName,description,property.capex_amount,property.currency,property.period,property.capex_category,property.region,property.capacity_or_technology_purpose,property.data_source,property.company_name,property.previous_period_value,property.next_period_value,property.facility_name,property.facility_record_id,property.source_sheet,source_url
SK Hynix 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation by company.,5700,USD million,2026,construction_spending,global,semiconductor_fab_construction,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SK Hynix,3630,4300,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SK Hynix 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,9724,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SK Hynix,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SMIC 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation by company.,1050,USD million,2026,construction_spending,global,semiconductor_fab_construction,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SMIC,750,1050,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SMIC 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,4528,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SMIC,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SOITEC Silicon On Insulator Technologies 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,186,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SOITEC Silicon On Insulator Technologies,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,365,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
STMicroelectronics 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,1328,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,STMicroelectronics,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,195,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SUNY Polytechnic Institute 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,700,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SUNY Polytechnic Institute,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Samsung 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation by company.,4425,USD million,2026,construction_spending,global,semiconductor_fab_construction,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Samsung,2125,4875,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Samsung 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,20379.4,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Samsung,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Sanan Optoelectronics 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,552.42,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Sanan Optoelectronics,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Semiconductor Integrated Display Technology (SIDTEK) 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Semiconductor Integrated Display Technology (SIDTEK),,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Semiconductor Technology Innovation Center (STIC) 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,100,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Semiconductor Technology Innovation Center (STIC),,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Seoul Semiconductor (SSC) 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Seoul Semiconductor (SSC),,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Shaanxi Electronic Core Industry Times Technology 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,240,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shaanxi Electronic Core Industry Times Technology,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Shaanxi New Light Source Technology 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shaanxi New Light Source Technology,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Shanghai Advanced Micro Semiconductors 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,52,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shanghai Advanced Micro Semiconductors,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Shanghai IC R&D Center (ICRD) 2026 equipment spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,240,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shanghai IC R&D Center (ICRD),,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
Shanghai Institute of Microsystem and Information Technology (SIMIT) 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Shanghai Institute of Microsystem and Information Technology (SIMIT),,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
SiCamore Semi 2026 construction spending (SEMI WFF),,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,SiCamore Semi,,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"SiEn Integrated Circuits Co., Ltd. 2026 equipment spending (SEMI WFF)",,资本开支,SEMI WFF 2026 Q1 equipment spending observation.,108,USD million,2026,equipment_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"SiEn Integrated Circuits Co., Ltd.",,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
"Silan Microelectronics Co., Ltd. 2026 construction spending (SEMI WFF)",,资本开支,SEMI WFF 2026 Q1 construction spending observation.,0,USD million,2026,construction_spending,global,all,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,"Silan Microelectronics Co., Ltd.",,,,,,file:///Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx
